,name,latitud,longitud
0,Strangers' Bar,51.4995641497275,-0.12391947082597803
1,The Goring Bar & Lounge,51.497385,-0.145475
2,Oriole,51.51890435770055,-0.10267230860740448
3,The Gallery,51.54650872874577,-0.19019958939499448
4,Bradley's Spanish Bar,51.51648841187121,-0.13246184999197871
