,name,latitud,longitud,category
0,La Castela,40.42043470417075,-3.6765640741828016,bars
1,Madrid cerrajeros,40.416553147731534,-3.703802824165905,bars
2,REEDIFIC,40.44678376501633,-3.7038034200668335,bars
3,Madrid cerrajeros,40.416553147731534,-3.703802824165905,bars
