,name,latitud,longitud,category
0,Paz De Roda Centro De Psicologia,40.4231,-3.6762455,business center
1,CEIP Isabel la Catolica,40.426336281392764,-3.6997512753593336,business center
2,Centro educativo Maria Inmaculada Fuencarral,40.4278666,-3.7034308,business center
3,CEIP Isabel la Catolica,40.426336281392764,-3.6997512753593336,business center
