,name,latitud,longitud,category
0,Elzalburu,40.436095,-3.691326,conference
1,hokena rung,40.41163272485411,-3.7079809606075287,conference
2,Espacio Efímeral,40.453629550094746,-3.704103827476501,conference
3,hokena rung,40.41163272485411,-3.7079809606075287,conference
